reseña,oraciones_tokenizadas,rating,cluster
"No estaba seguro de si necesitaba esto, ya que escuché que algunos son buenos y otros no valen la pena si tienes un teléfono inteligente. ¡Pero, compré uno de todos modos! Ahora tengo dos Alexa. Uno para el salón y otro para mi dormitorio. Me encanta la sencillez de tener dos!!","['no estaba seguro de si necesitaba esto , ya que escuché que algunos son buenos y otros no valen la pena si tienes un teléfono inteligente . pero , compré uno de todos modos ! ahora tengo dos alexa . uno para el salón y otro para mi dormitorio . me encanta la sencillez de tener dos ! !']",5.0,1
"El eco es un gran artículo con mucha compatibilidad con los productos inteligentes que compré, y también es bueno para ser un reproductor de radio/música decente cuando estoy aburrido.","['el eco es un gran artículo con mucha compatibilidad con los productos inteligentes que compré , y también es bueno para ser un reproductor de radio / música decente cuando estoy aburrido .']",5.0,0
también ideal para escuchar música y también para películas,['también ideal para escuchar música y también para películas'],5.0,0
Compré el paperwhite para poder leer en medio de la noche sin molestar a mi esposo. Funciona de maravilla y me ayuda a volver a dormirme más rápido. Los diferentes ajustes de luz son fantásticos. También me encanta la función de búsqueda del diccionario.,['compré el paperwhite para poder leer en medio de la noche sin molestar a mi esposo . funciona de maravilla y me ayuda a volver a dormirme más rápido . los diferentes ajustes de luz son fantásticos . también me encanta la función de búsqueda del diccionario .'],5.0,1
Lo uso para descargar y leer libros. Es el tamaño perfecto para este propósito. También es muy ligero.,['lo uso para descargar y leer libros . es el tamaño perfecto para este propósito . también es muy ligero .'],5.0,0
"Configurar sin problemas. Descargué la aplicación MLB y funciona perfectamente, y es la razón principal por la que obtuve esto. Netflix también es muy útil en este dispositivo.","['configurar sin problemas . descargué la aplicación mlb y funciona perfectamente , y es la razón principal por la que obtuve esto . netflix también es muy útil en este dispositivo .']",5.0,0
¡¡Cómpralo!! Puedo susurrar desde el otro lado de la habitación y lo entiende perfectamente. ¡El altavoz también es genial!,['cómpralo ! ! puedo susurrar desde el otro lado de la habitación y lo entiende perfectamente . el altavoz también es genial !'],5.0,0
"Originalmente compré el palo de fuego, funcionó pero no tan bien como este. Vale la pena el dinero extra.","['originalmente compré el palo de fuego , funcionó pero no tan bien como este . vale la pena el dinero extra .']",5.0,1
Así que me regalaron un HD para Navidad y cuando salió a la venta a tiempo para el Día del Padre tuve que comprarlo... ¡Me encanta que tenga la ranura de expansión!,['así que me regalaron un hd para navidad y cuando salió a la venta a tiempo para el día del padre tuve que comprarlo ... me encanta que tenga la ranura de expansión !'],5.0,1
"Compré esto para uno de mis 4 sobrinos jóvenes; el lo ama. Gráficos nítidos, gran sonido y colores vivos. Jugamos un juego de carreras al que me enganchó (lo descargué en mi teléfono, ahora mi esposa/hija se burla de mí al respecto. El precio era más que justo, y me gusta la artesanía (en comparación con el Sero 7 Pro que tengo), es ligero y fácil de transportar, y mantiene a los jóvenes ocupados durante bastante tiempo (¡bonificación adicional!) Definitivamente vale la pena comprarlo.","['compré esto para uno de mis cuatro sobrinos jóvenes ; el lo ama . gráficos nítidos , gran sonido y colores vivos . jugamos un juego de carreras al que me enganchó ( lo descargué en mi teléfono , ahora mi esposa / hija se burla de mí al respecto . el precio era más que justo , y me gusta la artesanía ( en comparación con el sero siete pro que tengo ) , es ligero y fácil de transportar , y mantiene a los jóvenes ocupados durante bastante tiempo ( bonificación adicional ! ) definitivamente vale la pena comprarlo .']",5.0,1
"Compré este producto para mi hijo de 10 años, lo usa para todo. Soy profesor. Recomiendo este producto para todas las edades. También es una herramienta excelente para las tareas escolares.","['compré este producto para mi hijo de diez años , lo usa para todo . soy profesor . recomiendo este producto para todas las edades . también es una herramienta excelente para las tareas escolares .']",5.0,0
"Las mismas características que Echo ahora, pero más fácil de mover por la casa según sea necesario contigo.","['las mismas características que echo ahora , pero más fácil de mover por la casa según sea necesario contigo .']",5.0,0
"Este es mi tercer Kindle de Amazon y de lejos es el mejor. La iluminación adaptativa realmente ayuda, ya que es agradable a la vista. La batería dura semanas con una carga normal y se carga por completo bastante rápido. Todavía disfruto de las pantallas eink en un teléfono o tableta normal durante largos períodos de lectura. El kindle voyage es liviano y pude encontrar fácilmente estuches y accesorios en línea .Recomiendo encarecidamente el kindle voyage sobre los otros lectores de kindle debido a las funciones avanzadas.","['este es mi tercer kindle de amazon y de lejos es el mejor . la iluminación adaptativa realmente ayuda , ya que es agradable a la vista . la batería dura semanas con una carga normal y se carga por completo bastante rápido . todavía disfruto de las pantallas eink en un teléfono o tableta normal durante largos períodos de lectura . el kindle voyage es liviano y pude encontrar fácilmente estuches y accesorios en línea .recomiendo encarecidamente el kindle voyage sobre los otros lectores de kindle debido a las funciones avanzadas .']",5.0,0
Pantalla Greta y muy buen precio. Fácil de trabajar con el servicio de libros de Amazon o la carga lateral.,['pantalla greta y muy buen precio . fácil de trabajar con el servicio de libros de amazon o la carga lateral .'],5.0,0
¡Compré estos como premios de entrada y siempre les encantan a los que ganan!,['compré estos como premios de entrada y siempre les encantan a los que ganan !'],5.0,1
"Este nuevo kindle es mucho más fácil de leer que mi kindle de segunda generación que tuve durante años. Es más rápido y la retroiluminación se puede ajustar fácilmente para obtener la cantidad adecuada de luz para disfrutar de la lectura. Si te gustan los libros, deberías conseguir esto.","['este nuevo kindle es mucho más fácil de leer que mi kindle de segunda generación que tuve durante años . es más rápido y la retroiluminación se puede ajustar fácilmente para obtener la cantidad adecuada de luz para disfrutar de la lectura . si te gustan los libros , deberías conseguir esto .']",5.0,0
"A debe tener, echo conoce todas sus respuestas, solo pregunte y responderá, ¡hace mucho más de lo que puedo entender! ¡Feliz de haberlo conseguido a la venta!","['a debe tener , echo conoce todas sus respuestas , solo pregunte y responderá , hace mucho más de lo que puedo entender ! feliz de haberlo conseguido a la venta !']",5.0,1
¡Gran compra! Buena relación calidad-precio y fácil de usar.,['gran compra ! buena relación calidad-precio y fácil de usar .'],5.0,0
"Fácil de usar. ¡Excelente precio para una tableta de inicio! Compré 3, 1 para mí y 2 como regalos de Navidad para la familia. Se siente bien con el espíritu de dar cuando sabes que los usan todos los días. :)","['fácil de usar . excelente precio para una tableta de inicio ! compré tres , uno para mí y dos como regalos de navidad para la familia . se siente bien con el espíritu de dar cuando sabes que los usan todos los días . :)']",5.0,0
La mejor caja para todas las aplicaciones. ¡Tiene muchas opciones! Muy rapido,['la mejor caja para todas las aplicaciones . tiene muchas opciones ! muy rapido'],5.0,0
No me di cuenta de lo útil que es hasta que decidí comprar uno la semana pasada cuando Best Buy tuvo una oferta relámpago.,['no me di cuenta de lo útil que es hasta que decidí comprar uno la semana pasada cuando best buy tuvo una oferta relámpago .'],5.0,1
"Las páginas son blancas y brillantes, de hecho, como un papel. La fuente y la capacidad de ajustar su estilo y tamaño brindan una legibilidad perfecta. Las baterías duran mucho tiempo, lo suficiente como para que no piense mucho en cargarlas.","['las páginas son blancas y brillantes , de hecho , como un papel . la fuente y la capacidad de ajustar su estilo y tamaño brindan una legibilidad perfecta . las baterías duran mucho tiempo , lo suficiente como para que no piense mucho en cargarlas .']",5.0,0
El Amazon Firestick con control remoto por voz es muy fácil de configurar y muy fácil de usar. El control remoto por voz hace que encontrar lo que quieres ver sea muy fácil.,['el amazon firestick con control remoto por voz es muy fácil de configurar y muy fácil de usar . el control remoto por voz hace que encontrar lo que quieres ver sea muy fácil .'],5.0,0
A mi nieto le encanta su tablet. Recientemente perdió el suyo (no estamos seguros de dónde) y estaba tan feliz de ver el nuevo.,['a mi nieto le encanta su tablet . recientemente perdió el suyo ( no estamos seguros de dónde ) y estaba tan feliz de ver el nuevo .'],5.0,1
Compré esto como un regalo para mi madre de la tercera edad. ¡A ella le encanta!,['compré esto como un regalo para mi madre de la tercera edad . a ella le encanta !'],5.0,1
"Excelente tableta para principiantes, especialmente con función wifi y libros electrónicos","['excelente tableta para principiantes , especialmente con función wifi y libros electrónicos']",5.0,0
Estoy muy contento de haber decidido comprar la caja de fuego. Más rápido que el palo.,['estoy muy contento de haber decidido comprar la caja de fuego . más rápido que el palo .'],5.0,1
Tengo esto para reemplazar mi tableta Samsung. Leí mucho y pensé que el kindle estaría bien para usar. Descubrí que funciona muy bien con los libros que leo y me gusta mucho la función de luz azul que hace que sea más fácil conciliar el sueño leyendo.,['tengo esto para reemplazar mi tableta samsung . leí mucho y pensé que el kindle estaría bien para usar . descubrí que funciona muy bien con los libros que leo y me gusta mucho la función de luz azul que hace que sea más fácil conciliar el sueño leyendo .'],5.0,1
"Fácil de instalar y fácil de usar. Mi única queja es que, incluso con la tarjeta de escaneo de 32 g, se llena rápidamente.","['fácil de instalar y fácil de usar . mi única queja es que , incluso con la tarjeta de escaneo de treinta y dos g , se llena rápidamente .']",5.0,0
